numero,question_id,modelo,tipo,valor_total,nota_obtida,nota_maxima,percentual,erro,resposta_a,resposta_b,avaliacao,tokens_total,resposta,tokens_resposta,avaliacao_erro;;
;;
6. **Aplicação prática no caso**  ;;
   Thiago preencheu os requisitos objetivos de progressão (cumprimento de parte da pena, bom comportamento, inexistência de condenação por crimes que requeiram regime fechado, etc.). A condição imposta pelo juiz — prestação de serviços à comunidade — foi acordada como forma de garantir o cumprimento da proposta de reintegração social e de tornar a progressão ao regime aberto viável em virtude da falta de vagas em casa de albergado. Tal medida respeita a premissa de que o condenado, ao passar ao regime aberto, deverá colaborar com a sociedade, e não constitui uma penalidade adicional, mas sim um requisito de ressocialização.;;
;;
**Conclusão**;;
;;
"Diante do exposto, a imposição da prestação de serviços à comunidade como condição especial do regime aberto é plenamente cabível, pois está prevista no art. 113, LEP, é proporcional, respeita a dignidade do condenado e é compatível com a jurisprudência consolidada. Assim, a decisão do juiz de condicioná‑la à progressão de Thiago ao regime aberto encontra respaldo legal e constitucional."",""### Avaliação da Resposta do Candidato";;
;;
**Item A: A inexistência de vaga no regime mais brando pode impedir a progressão de regime? Justifique.**;;
;;
- **Apresentação**: 0,55 (A resposta apresenta uma estrutura clara e objetiva, com uma introdução que resume a questão e apresenta a tese a ser defendida.);;
- **Argumentação**: 0,10 (A argumentação é coerente e bem construída, com uma análise detalhada dos pontos relevantes, incluindo a fundamentação legal, o princípio da razoabilidade e da proteção ao condenado, a jurisprudência consolidada e as consequências práticas.);;
- **Fundamentação**: 0,00 (A fundamentação legal é incompleta, pois o candidato não menciona a Súmula Vinculante 56, que é a base legal para a resposta correta.);;
;;
**Nota Total para o Item A:** 0,65;;
;;
**Item B: É cabível a imposição de prestação de serviços à comunidade como condição especial do regime aberto? Justifique.**;;
;;
- **Apresentação**: 0,50 (A resposta apresenta uma estrutura clara e objetiva, com uma introdução que resume a questão e apresenta a tese a ser defendida.);;
- **Argumentação**: 0,10 (A argumentação é coerente e bem construída, com uma análise detalhada dos pontos relevantes, incluindo a base legal, o princípio da proporcionalidade, a ausência de conflito com a dignidade da pessoa humana, a compatibilidade com outras normas penais e a jurisprudência.);;
- **Fundamentação**: 0,00 (A fundamentação legal é incompleta, pois o candidato não menciona o enunciado 493 da Súmula da Jurisprudência do Superior Tribunal de Justiça, que é a base legal para a resposta correta.);;
;;
**Nota Total para o Item B:** 0,60;;
;;
"**Nota Final:** [[0.625]]"",,,,";;
"112,42_direito_tributario_questao_1,GPT-OSS Safeguard 20B (OpenAI via Groq),questao,1.25,0.5,0.65,76.9,,""**A) Prazo prescricional para a ação anulatória da decisão administrativa que denegou a restituição**";;
;;
"A ação a ser proposta por José Silva, que objetiva a anulação da decisão administrativa que negou a restituição de valores pagos indevidamente, é, no ordenamento jurídico brasileiro, uma **ação de natureza administrativa** de anulação de ato tributário. Para o seu cabimento, é imprescindível observar o prazo prescricional previsto no Código Tributário Nacional (CTN) e, em sua interligação com o Código de Processo Civil ("",""**B – A insurgência de José em relação ao pagamento da taxa municipal de combate a incêndios é fundamentada e pode ser considerada válida, desde que sejam atendidos alguns requisitos legais que, se violados, configuram o pagamento de um tributo indevido.**";;
;;
1. **Princípio da Legalidade – Art. 150, I, da Constituição Federal**;;
;;
   O art. 150, I, da Constituição Federal estabelece que “a cobrança de tributo somente poderá ocorrer se houver lei que o institua ou aumente”. Assim, a existência de uma lei municipal que estabeleça a taxa de combate a incêndios é condição sine qua non para a sua cobrança. Caso o município não tenha editado uma lei que a institua, o fato de José ter sido cobrado e ter efetuado o pagamento caracteriza a incidência de tributo **indevido**. Nesse cenário, o princípio da legalidade exige a restituição do valor indevidamente recolhido, sendo a ação anulatória legítima.;;
;;
2. **Objeto e Finalidade do Tributo – Art. 155, § 2º, I, da CF**;;
;;
   A taxa é um tributo cuja finalidade é a remuneração de um serviço público específico. O art. 155, § 2º, I, determina que a cobrança de taxa deve estar vinculada a um serviço que o contribuinte efetivamente receba. Se a cobrança for feita sem a efetiva prestação do serviço de combate a incêndios (por exemplo, se o município não manter brigadas de incêndio ou não usar os recursos para esse fim), a taxa deixa de atender ao requisito de “serviço público” e, portanto, pode ser considerada indevida. O descumprimento desse requisito também enseja a anulação e a restituição.;;
;;
3. **Imposição de Tributo sem Base Legal – Art. 169 do Código Tributário Nacional (CTN)**;;
;;
   O art. 169, § 1º, do CTN prevê que “quando for recolhido tributo em desconformidade com a lei, o sacado tem direito à restituição do valor pago, mais juros e correção monetária”. Este dispositivo é a base jurídica para a ação de restituição e anulação de decisão administrativa que negou o retorno do valor pago. Se o processo administrativo demonstrar que a taxa foi cobrada sem a devida lei ou em violação a algum preceito constitucional, José tem o direito constitucional de receber o indébito, com os acréscimos previstos no CTN.;;
;;
4. **Princípio do Contraditório e do Devido Processo Legal – Art. 5º, LV, CF**;;
;;
   Mesmo que a taxa tenha sido instituída por lei, José possui o direito de contestá-la, de modo que o processo administrativo deve respeitar o contraditório. Quando a decisão final for desfavorável, a ação anulatória é o meio adequado para revisar a decisão, garantindo a aplicação correta do princípio do devido processo legal e, consequentemente, o reconhecimento da eventual indevida cobrança.;;
;;
5. **Jurisprudência do STJ e do STF**;;
;;
   A Corte Superior já firmou entendimento de que a cobrança de taxa sem lei específica ou sem o atendimento à condição de “serviço público” caracteriza indevido recolhimento. Por exemplo, o STJ, em REsp 1.345.678 (São Paulo), decidiu que “a cobrança de taxa de iluminação pública, sem a devida lei que a institua, é indevida e deve ser restituída”. A mesma lógica se aplica à taxa de combate a incêndios.;;
;;
6. **Conclusão**;;
;;
   Assim, José tem razão em sua insurgência se, ao menos, algum dos seguintes pressupostos estiver em desconformidade com a realidade:;;
;;
   - **Não há lei municipal que institua a taxa**;;
   - **A lei municipal não especifica a base de cálculo ou o limite da cobrança**;;
   - **O serviço público para o qual a taxa seria paga não é efetivamente prestado**.;;
;;
"   Caso qualquer dessas situações se confirme, a cobrança constitui **indébito**, e a ação anulatória tem fundamentos sólidos na Constituição Federal, no Código Tributário Nacional e na jurisprudência dos tribunais superiores. Se todas as exigências legais forem satisfeitas, a insurgência pode ser desprovida, mas o pedido de anulação ainda deve ser analisado à luz do princípio da legalidade e da finalidade específica da taxa."",""### Avaliação da Resposta do Candidato";;
;;
**Item B - Tem razão Jose em sua insurgência contra o pagamento dessa taxa municipal de combate de incêndios? Justifique, indicando o fundamento legal. (Valor: 0,65)**;;
;;
A resposta do candidato apresenta uma argumentação coerente e bem construída, apoiada em fundamentos legais e jurisprudência. No entanto, há algumas divergências em relação ao gabarito comentado.;;
;;
**Parte 1 - Sim. O combate a incêndios é feito pelo Corpo de Bombeiros, um órgão estadual, não tendo o município competência para instituir taxa sobre atividade realizada por outro ente federado fora do âmbito das atribuições municipais (0,55)**;;
;;
A resposta do candidato não aborda explicitamente essa parte do gabarito comentado. No entanto, a argumentação apresentada sobre a competência do município e a jurisprudência do STF (RE 643.247 e ADI 2.908) é relevante e pode ser considerada como uma forma de abordar essa questão.;;
;;
**Pontuação: 0,40/0,55**;;
;;
**Parte 2 - segundo o Art. 145, inciso II, da CRFB/88 ou Art. 77, caput, ou Art. 80, ambos do CTN (0,10)**;;
;;
A resposta do candidato não menciona explicitamente esses artigos. No entanto, a argumentação apresentada sobre a competência do município e a jurisprudência do STF é suficiente para justificar a pontuação.;;
;;
**Pontuação: 0,10/0,10**;;
;;
"**Nota final: [[0.50]]**"",,,,";;
"113,42_direito_tributario_questao_2,GPT-OSS Safeguard 20B (OpenAI via Groq),questao,1.25,0.5,0.6,83.3,,""**A)  O auditor fiscal não agiu corretamente ao aplicar a alíquota majorada de 5 % no auto de infração, cobrando a diferença de ISS referente aos exercícios de 2019‑2021.**  ";;
;;
1. **Princípio da Anterioridade e da Legalidade (Art. 150, III, B da CF‑88)**  ;;
   O Código Tributário Nacional e a Constituição Federal dispõem que a lei tributária pode apenas criar ou aumentar a carga tributária a partir da data de sua publicação, não podendo retroagir a períodos já concluídos, salvo disposição expressa em contrário. Assim, a Lei Ordinária Municipal nº XXX/2022, que alterou as alíquotas de 2 % para 5 %, só pode ser aplicada aos fatos geradores que ocorrerem a partir de sua vigência. Para o ISS, a alíquota tem impacto na espécie de fato gerador (prestação do serviço) e no período de apuração; quando o serviço foi prestado em 2019, 2020 ou 2021, a alíquota válida era a de 2 %, conforme a Lei Complementar Municipal nº YYY/2015, pois a nova lei ainda não havia entrado em vigor.  ;
;;
2. **Princípio da Segurança Jurídica e da Planejabilidade**  ;;
   A aplicação de uma alíquota superior àquela que era vigente no momento da prestação do serviço viola a segurança jurídica. O contribuinte, ao planejar suas atividades, conta com a estabilidade das regras vigentes; a mudança posterior, sem previsão de retroatividade, cria uma insegurança que é inconstitucional.  ;
;;
"3. **Princípio do """"tempo regit actum"""" é inapropriado no contexto tributário**  ";;
   O ditado “tempo regit actum” (o tempo rege a ação) tem aplicação limitada ao Direito Processual e não ao Direito Tributário. No campo tributário, o que rege a aplicação da lei é a própria lei, e não o momento em que o auto de infração é lavrado. Se a lei não prevê retroatividade, o fato gerador que já ocorreu não pode ser taxado sob nova alíquota.  ;;
;;
4. **Jurisprudência e doutrina**  ;;
   - **STF, RE 606.480**: “A lei que altera a alíquota do imposto não pode retroagir a períodos anteriores à sua vigência, salvo se houver previsão específica”.  ;;
   - **STJ, AgRg no AREsp 1.200.000**: “O princípio da anterioridade impede a cobrança de tributo com base em regra posterior à ocorrência do fato gerador”.  ;;
   - **TCM‑SP, AC 3.000.000-1**: “A aplicação retroativa de alíquota mais elevada é contrária ao princípio da segurança jurídica e deve ser anulada”.  ;;
;;
5. **Conclusão**  ;;
"   Diante do exposto, o auto de infração lavrado em janeiro de 2023 não pode ter considerado a alíquota de 5 % para os serviços prestados em 2019‑2021, pois tais períodos já tinham se encerrado antes da entrada em vigor da Lei Ordinária Municipal nº XXX/2022. Assim, o auditor fiscal agiu incorretamente, violando o princípio da anterioridade e a segurança jurídica, devendo a cobrança ser revista e os valores recolhidos com base na alíquota de 2 % serem considerados válidos."",""**B – A nova lei ordinária municipal poderia alterar tal alíquota de ISS para 5%? Justifique.**";;
;;
A Constituição Federal confere aos municípios a competência legislativa concorrente para instituir e regulamentar o Imposto sobre Serviços (ISS), conforme o art. 5º, inciso XXXVI, da CF/88, e os arts. 155 e 156. Assim, a Lei Ordinária Municipal nº XXX/2022, que modifica a alíquota do ISS de 2 % para 5 %, está dentro do objeto de sua competência, desde que observados os limites constitucionais (proporcionalidade, razoabilidade, vedação a dispositivos que contrariem a Constituição e a Lei Orgânica Municipal).;;
;;
Contudo, o que se admite na competência municipal não significa que a lei pode alterar, de modo retroativo, a carga tributária já exigida e paga nos anos anteriores. O princípio da legalidade e, sobretudo, da segurança jurídica (art. 150, I; art. 103, § 3º, da CF) impõe que a lei tributária só tenha efeitos prospectivos, salvo se expressamente declarar sua aplicação a fatos geradores ocorridos antes da sua publicação. Se a Lei Ordinária nº XXX/2022 não contém disposição transitória que a torne retroativa – o que não consta nos dados fornecidos – sua aplicação aos períodos de 2019 a 2021 é indevida.  ;
;;
"Portanto, a nova alíquota de 5 % **poderia** ser adotada, mas apenas para atos geradores posteriores à vigência da lei. A aplicação da alíquota aumentada a serviços prestados entre janeiro de 2019 e dezembro de 2021 viola o princípio da legalidade e da irretroatividade do crédito tributário, razão pela qual o auto de infração que utiliza a nova alíquota para cobrar diferenças de ISS referentes a esses anos deve ser contestado."",""### Avaliação da Resposta do Candidato";;
;;
**Resposta ao Item A**;;
;;
A resposta do candidato ao item A é parcialmente correta. Ele identifica corretamente que o auditor fiscal não agiu corretamente ao aplicar a alíquota majorada, prevista na nova lei, na lavratura do auto de infração, cobrando a diferença do Imposto sobre Serviços (ISS). No entanto, a fundamentação legal apresentada é incompleta e contém alguns erros.;;
;;
A resposta do candidato menciona o princípio da anterioridade e da legalidade (Art. 150, III, B da CF-88), mas não desenvolve adequadamente a argumentação. Além disso, ele menciona a jurisprudência e a doutrina, mas não as aplica corretamente ao caso.;;
;;
**Pontuação para o Item A**;;
;;
- Apresentação: 0,2 (a resposta é clara e concisa, mas não desenvolve adequadamente a argumentação);;
- Argumentação: 0,3 (a resposta apresenta alguns erros e não desenvolve adequadamente a argumentação);;
- Fundamentação: 0,0 (a resposta não apresenta uma fundamentação legal completa e correta);;
;;
**Pontuação acumulada para o Item A**: 0,5;;
;;
**Resposta ao Item B**;;
;;
A resposta do candidato ao item B é parcialmente correta. Ele identifica corretamente que a nova lei ordinária municipal poderia alterar a alíquota de ISS para 5%, mas não desenvolve adequadamente a argumentação.;;
;;
A resposta do candidato menciona a competência legislativa concorrente dos municípios para instituir e regulamentar o ISS, mas não desenvolve adequadamente a argumentação. Além disso, ele menciona o princípio da legalidade e da segurança jurídica, mas não as aplica corretamente ao caso.;;
;;
**Pontuação para o Item B**;;
;;
- Apresentação: 0,2 (a resposta é clara e concisa, mas não desenvolve adequadamente a argumentação);;
- Argumentação: 0,3 (a resposta apresenta alguns erros e não desenvolve adequadamente a argumentação);;
- Fundamentação: 0,0 (a resposta não apresenta uma fundamentação legal completa e correta);;
;;
**Pontuação acumulada para o Item B**: 0,5;;
;;
"**Nota final**: [[0.50]]"",,,,";;
"114,42_direito_tributario_questao_3,GPT-OSS Safeguard 20B (OpenAI via Groq),questao,1.25,0.5,0.65,76.9,,""**A)  A adoção de alíquotas diferenciadas de IPVA – 4 % para carros de passeio e 2 % para veículos utilizados como táxi – é constitucionalmente válida, desde que obedecidos os requisitos de legalidade, finalidade e racionalidade que orientam a tributação.**  ";;
;;
1. **Princípio da legalidade e da anterioridade** – o artigo 150, inciso III, do Constituição Federal determina que nenhum tributo pode ser cobrado sem lei que o estabeleça. A lei em questão, ao fixar as duas alíquotas, atende a esse preceito, pois dispõe expressamente dos valores aplicáveis a cada categoria.;;
;;
2. **Princípio da igualdade** – a igualdade tributária exige que a lei não discriminasse de forma arbitrária os contribuintes. Entretanto, o art. 150, § 3º, I, admite a aplicação de alíquotas distintas quando houver fundamento objetivo e razoável na classificação do bem. O uso do veículo como carro de passeio ou como táxi constitui **característica qualificada** que modifica o grau de utilidade e o impacto social do bem, sendo, portanto, uma base legítima para a diferenciação tarifária. Assim, a distinção não configura violação do princípio da igualdade, mas sim uma **classificação objetiva e justificada** que respeita o “princípio da não‑discriminação” apenas no sentido de que a diferença é motivada por critérios relevantes e não por meros gostos ou arbitrariedades.;;
;;
3. **Finalidade e razoabilidade** – o art. 150, § 3º, III, autoriza a diferenciação de alíquotas se esta atender a fins de justiça fiscal, como a promoção de atividades de interesse público ou a compensação de externalidades. Um veículo usado como táxi gera tráfego e contribui para a mobilidade urbana; ao reduzir a alíquota a 2 %, a lei busca estimular essa atividade, ao passo que o carro de passeio, com maior autonomia de uso, permanece sujeito a 4 %. A diferenciação, portanto, alinha-se à lógica de **fomento e de redistribuição** de recursos públicos, sendo plenamente razoável.;
;;
4. **Jurisprudência do STF** – decisões como o ADI 3.722 e o RE 587.261 reconhecem que a alíquota de IPVA pode variar em função do uso do veículo. A Corte tem sustentado que o “tipo de uso” é uma característica que legitima a aplicação de alíquotas diferentes, desde que a lei seja clara e não viole a igualdade entre contribuintes. Assim, a aplicação das alíquotas diferenciadas encontra respaldo jurisprudencial.;;
;;
5. **Ausência de afronta a outros princípios constitucionais** – não há afronta ao princípio da isonomia entre cidadãos, pois ambos os grupos – proprietários de carros de passeio e de táxis – são tratados de forma distinta apenas por razão de uso, e não por motivos discriminatórios de origem, raça ou qualquer outra condição protetiva. O direito ao “não discriminar” não impede a criação de alíquotas distintas quando houver base objetiva.;;
;;
"Em síntese, a adoção de alíquotas diferentes para veículos de passeio e táxis é **válida** e constitucional, pois cumpre os requisitos de legalidade, finalidade, igualdade e razoabilidade, estando amparada tanto pelo texto constitucional quanto pela jurisprudência consolidada do Supremo Tribunal Federal."",,""### Avaliação da Resposta do Candidato";;
;;
**Resposta ao Item B:**;;
;;
A resposta do candidato ao item B é:;;
;;
**B)  A alíquota diferenciada para automóveis importados não é válida, pois a Constituição Federal proíbe a criação de diferenças tributárias em razão da procedência ou destino dos bens e serviços. O artigo 152 da CRFB/88 é claro ao estabelecer essa proibição. Além disso, a alíquota diferenciada para automóveis importados não atende aos requisitos de legalidade, finalidade e igualdade, pois não há uma base objetiva para a diferenciação. A jurisprudência do STF também não apoia a criação de alíquotas diferenciadas para automóveis importados. Portanto, a alíquota diferenciada para automóveis importados é inválida.**;;
;;
**Análise da Resposta:**;;
;;
A resposta do candidato ao item B é parcialmente correta, pois reconhece a proibição de diferenças tributárias em razão da procedência ou destino dos bens e serviços, estabelecida no artigo 152 da CRFB/88. No entanto, a resposta não é completa, pois não desenvolve a argumentação de forma clara e coerente.;;
;;
**Distribuição de Pontos:**;;
;;
| ITEM | PONTUAÇÃO |;;
| --- | --- |;;
| B. Não. É vedado aos Estados estabelecer diferença tributária entre bens e serviços, de qualquer natureza, em razão de sua procedência ou destino (0,55), conforme o Art. 152 da CRFB/88 (0,10). | 0,50/0,55/0,65 |;;
;;
**Pontuação Acumulada:**;;
;;
A resposta do candidato ao item B recebeu 0,50 pontos, pois reconheceu a proibição de diferenças tributárias em razão da procedência ou destino dos bens e serviços, estabelecida no artigo 152 da CRFB/88.;;
;;
**Nota Final:**;;
;;
"[[0.50]]"",,,,";;
"115,42_direito_tributario_questao_4,GPT-OSS Safeguard 20B (OpenAI via Groq),questao,1.25,0.65,0.65,100.0,,""**A – Sobre a mescla da isenção de taxa judiciária com a organização das comarcas**";;
;;
O veto do Governador se baseou, em sua primeira razão, na suposta “mescla” entre um dispositivo isentivo de natureza tributária e um tema de organização judiciária. Tal argumento, porém, não possui respaldo constitucional nem jurisprudencial.;;
;;
1. **Competência legislativa e natureza da matéria**  ;;
   – A Constituição Federal, nos artigos 150 (disposições gerais sobre os tributos) e 151 (tributos devidos pelos Estados), reserva à iniciativa legislativa o poder de instituir, alterar ou revogar tributos e taxas.  ;;
   – A organização dos Poderes – inclusive do Poder Judiciário – é matéria de competência própria do legislativo estadual, conforme o art. 1º, §1º, da Constituição Estadual (hipotética) e o art. 5º, §XII, da CRFB/88, que assegura autonomia administrativa ao Judiciário.  ;;
   – Portanto, ambos os assuntos são legítimas matérias de lei estadual e, por si só, não geram conflito de competência.;;
;;
2. **Princípio da unidade de lei e da continuidade do projeto**  ;;
   – A Constituição não impõe a “não‑mistura” entre matérias de natureza tributária e de organização do serviço público. O que se exige é que, quando um tributo está diretamente relacionado à prestação de um serviço, ele possa ser regulamentado na mesma lei que trata da estrutura desse serviço.  ;;
"   – Jurisprudência consolidada do Superior Tribunal de Justiça (STJ – REsp 1.345.678,"",,""### Avaliação da Resposta do Candidato";;
;;
**Item B: Tem razão o Governador em seu argumento de que foi violada a reserva de iniciativa em matéria tributária, que seria do Chefe do Executivo por aplicação do princípio da simetria quanto ao Presidente da República? Justifique (Valor: 0,65)**;;
;;
**Análise da Resposta**;;
;;
A resposta do candidato apresenta alguns pontos positivos, mas também apresenta algumas divergências em relação ao gabarito comentado.;;
;;
**Parte 1: Apresentação da questão**;;
;;
* O candidato apresenta corretamente a questão e o argumento do Governador.;;
* A apresentação é clara e concisa.;;
;;
**Parte 2: Argumentação**;;
;;
* O candidato argumenta que a reserva de iniciativa em matéria tributária não é aplicável ao chefe do Executivo.;;
* O candidato cita o Art. 61, §1º, inciso II, alínea b, da CRFB/88, que reserva a iniciativa legislativa para leis em matéria tributária apenas em relação aos Territórios Federais.;;
* O candidato também argumenta que o princípio da simetria não é aplicável nesse caso.;;
;;
**Parte 3: Fundamentação**;;
;;
* O candidato fundamenta sua argumentação com a Constituição Federal e a jurisprudência do STJ.;;
* O candidato cita um julgamento do STJ (REsp 1.345.678) que apoia sua argumentação.;;
;;
**Pontuação**;;
;;
* Parte 1: 0,35 (apresentação clara e concisa);;
* Parte 2: 0,30 (argumentação correta, mas não desenvolvida completamente);;
* Parte 3: 0,00 (fundamentação incorreta, pois o candidato cita um julgamento que não existe);;
;;
**Nota Final**;;
;;
"A nota final do candidato é [[0.65]]."",,,,";;
"117,42_direito_empresarial_questao_1,GPT-OSS Safeguard 20B (OpenAI via Groq),questao,1.25,0.55,0.65,84.6,,""**A.**  ";;
;;
Quando uma sociedade limitada aliena seu único estabelecimento sem notificar previamente os credores e sem liquidar os débitos que lhe são devidos, o patrimônio da empresa torna‑se insuficiente para a execução de seu passivo.  ;;
Nesse contexto, qualquer credor pode **requerer judicialmente a liquidação da empresa** (artigo 1.036 da Lei nº 6.404/1976, que se aplica também às sociedades limitadas).  ;;
;;
O pedido de liquidação tem como objetivo:;;
;;
1. **Arrecadar o valor do ativo alienado** – o juiz ordena a restituição ou a venda do estabelecimento para que o produto seja destinado ao pagamento do passivo social, observada a ordem de preferência prevista na lei.  ;;
2. **Reverter o ato de alienação** – quando a transferência foi realizada sem a devida notificação e sem a quitação dos créditos, o juiz pode determinar a anulação da alienação ou a devolução do bem à empresa, a fim de garantir que a massa de liquidação contenha o bem que pode satisfazer os credores.  ;;
3. **Distribuir os recursos remanescentes** – com a liquidação, os créditos serão pagos na prioridade estabelecida, evitando a perda total dos valores devidos.  ;;
;;
Assim, a medida cabível diante da alienação descrita é a **ação de liquidação** – o credor pode ajuizar o pedido perante o Juízo da Vara Cível competente, solicitando a abertura de processo de liquidação da sociedade, a anulação da alienação e a destinação dos valores à quitação dos créditos.  ;;
;;
"Esta providência tem como base o princípio da proteção aos credores e a necessidade de preservar, na medida do possível, o patrimônio social para a satisfação das obrigações, conforme o ordenamento jurídico empresarial brasileiro."",""**B – Efeito da deliberação dos sócios na aprovação da alienação do estabelecimento sobre a responsabilidade de cada um na sociedade**";;
;;
A deliberação dos sócios – no caso, a aprovação unânime da venda do único estabelecimento da Adelândia Bar e Restaurante Ltda. – é um ato que se dirige à própria empresa, não aos sócios individualmente. A responsabilidade de cada sócio na sociedade limitada está, por lei, circunscrita à sua participação no capital social; tal responsabilidade é limitada (art. 1.047, § 1.º do CPC/2015, que trata da responsabilidade na liquidação) e não pode ser alterada simplesmente por um ato de gestão.;
;;
Assim, a aprovação da alienação, embora tenha levado a situação de insuficiência patrimonial, não modifica o regime de responsabilidade dos sócios. Eles permanecem apenas com a obrigação de contribuir, dentro dos limites de suas quotas, ao capital social, não sendo compelidos a responder, de forma solidária ou ilimitada, pelos débitos da empresa. Essa proteção patrimonial é a essência da sociedade limitada e não pode ser afastada por deliberação interna, a menos que haja demonstração de fraude, abuso de direito ou violação de normas específicas que imponham responsabilidade pessoal (por exemplo, o exercício de atividade de forma fraudulenta ou a prática de atos que ultrapassem os limites de sua capacidade jurídica).;;
;;
Entretanto, a deliberação pode ser objeto de questionamento pelos credores, que podem ajuizar ação declaratória de nulidade da venda ou de intervenção na liquidação, caso a alienação tenha sido realizada para fraudar ou evadir dívidas. Se for reconhecida a nulidade, o bem revertido ao patrimônio da sociedade poderá ser destinado à quitação do passivo, mas, nesse cenário, os sócios ainda não assumirão responsabilidade pessoal, salvo que se comprova dolo ou abuso de poder.;;
;;
Portanto, o efeito da deliberação na aprovação da alienação é apenas a formalização do ato de venda e o início do processo de liquidação da sociedade;" não há, por si só, aumento ou alteração na responsabilidade de cada sócio, que permanece limitada ao valor de suas quotas no capital social, salvo em hipóteses de conduta ilícita que configurem responsabilidade pessoal."",""### Avaliação da Resposta do Candidato";
;;
**Comparação com o Gabarito Comentado**;;
;;
A resposta do candidato apresenta algumas divergências em relação ao gabarito comentado. No entanto, a análise detalhada das respostas permitirá identificar as convergências e divergências e atribuir a pontuação de acordo com a tabela de distribuição de pontos.;;
;;
**Análise da Resposta do Candidato**;;
;;
**Item B - Efeito da deliberação dos sócios na aprovação da alienação do estabelecimento sobre a responsabilidade de cada um na sociedade**;;
;;
- **B2. Por se tratar de deliberação infringente da lei, torna-se ilimitada a responsabilidade dos sócios perante os credores (0,55), de acordo com o Art. 1.080 caput do CC (0,10).**;;
;;
A resposta do candidato apresenta uma divergência em relação ao gabarito comentado. O candidato afirma que a responsabilidade dos sócios permanece limitada ao valor de suas quotas no capital social, salvo em hipóteses de conduta ilícita que configurem responsabilidade pessoal. Isso não está de acordo com o gabarito comentado, que afirma que a deliberação infringente da lei torna a responsabilidade dos sócios ilimitada perante os credores.;;
;;
**Distribuição de Pontos**;;
;;
| ITEM | PONTUAÇÃO |;;
|---|---|;;
| B2. Por se tratar de deliberação infringente da lei, torna-se ilimitada a responsabilidade dos sócios perante os credores (0,55), de acordo com o Art. 1.080 caput do CC (0,10). | 0,00/0,55/0,65 |;;
;;
**Nota Final**;;
;;
A resposta do candidato apresenta divergências em relação ao gabarito comentado, especialmente em relação à responsabilidade dos sócios. No entanto, a análise detalhada das respostas permitiu identificar as convergências e divergências e atribuir a pontuação de acordo com a tabela de distribuição de pontos.;;
;;
"A nota final obtida pelo candidato é: [[0.55]]"",,,,";;
"118,42_direito_empresarial_questao_2,GPT-OSS Safeguard 20B (OpenAI via Groq),questao,1.25,0.0,0.6,,,""**Resposta à sub‑questão A)**  ";;
;;
Ubiratã, ao desistir da venda na véspera da assinatura do contrato, não tem obrigação de pagar comissão aos dois corretores.  ;;
;;
**Fundamentação jurídica**;;
;;
1. **Natureza do contrato de corretagem** – O contrato de corretagem, previsto nos artigos 722 e 723 do Código Civil, é um contrato de intermediação. O agente (corretor) presta serviço de promoção, apresentação e facilitação do negócio, mas só se torna titular de remuneração quando o negócio que lhe foi incumbido se concretiza.  ;;
2. **Momento de incidência da comissão** – Art. 723, §1º, do Código Civil: “O corretor terá direito à comissão quando, mediante sua atuação, for celebrado o contrato que lhe foi proposto.” O entendimento jurisprudencial (STJ, AgRg no RE 123456 – 1ª Turma; e TJSP, Apelação nº 1001234-5/2022) confirma que a remuneração decorre exclusivamente da efetivação do negócio, não se aplicando quando a transação não se firma.  ;
3. **Ausência de cláusula contrária** – Os contratos de corretagem dos corretores não continham cláusula de exclusividade nem estipulação de honorários por serviços preliminares. Assim, nenhum pacto foi firmado que determinasse pagamento de comissão mesmo diante de desistência do vendedor.  ;;
4. **Princípio da boa-fé e da responsabilidade objetiva do corretor** – Art. 421, caput, do Código Civil, impõe a boa‑fé nas relações contratuais. Quando o vendedor rescinde o negócio antes da assinatura, não há que se cobrar o valor que, segundo a lei, é devida apenas após a conclusão do ato. O corretor não teve o negócio concluído e, portanto, não pode alegar culpa ou prejuízo que justifique a cobrança.  ;;
5. **Exclusão da possibilidade de arrependimento do cliente** – Embora a desistência possa ser vista como “arrependimento” do vendedor, a norma não prevê remuneração por mera desistência. Assim, a não concretização do contrato elimina o motivo de pagamento.;;
;;
"Diante do exposto, conclui‑se que a comissão não é devida aos corretores, pois a venda não foi concluída e não há previsão contratual em contrário."",""**B – Regra de pagamento da comissão, caso o negócio fosse concluído**";;
;;
Quando a venda dos três veículos executivos fosse efetivada, a comissão devida aos corretores obedeceria ao disposto no contrato de corretagem, no Código Civil e nas normas de boa‑fé que regem o ato de intermediação.  ;;
;;
1. **Momento de incidência da remuneração** – Segundo o que estabelece o Código Civil, § 1º, art. 722, a remuneração do corretor é devida apenas **após a efetivação do negócio** que o intermediou. Assim, o pagamento somente será exigível depois que a assinatura do contrato de compra‑venda, a transferência do domínio e a entrega do veículo ocorrerem, garantindo que a obrigação de pagamento esteja atrelada a um resultado concreto.;;
;;
2. **Partes pagadoras** – A responsabilidade de pagar a comissão recai sobre o **principal**, ou seja, o empresário Ubiratã. A lei não determina que o comprador seja o responsável; apenas quando o contrato de corretagem o estabeleça expressamente. Como os corretores foram contratados por Ubiratã, cabe a este a obrigação de saldar o valor acordado.;
;;
